Brand,Model,Processor,RAM,Storage,Display,GPU,Price_BDT,Availability,Source,Product_URL
ASUS,Asus Zenbook 14 UM3406GA AMD Ryzen AI 5 430 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA OLED Display Jade Black Laptop,AMD Ryzen AI,16GB,512GB SSD,"14""",AMD Radeon 840M Graphics,160000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-14-um3406ga-amd-ryzen-ai-5-14-inch-display-laptop
MSI,MSI Cyborg 15 B2RWEKG Series 2 Intel Core 5 210H 16GB RAM 512GB SSD 15.6 Inch FHD Display Translucent Black Gaming Laptop,Intel Core 5,16GB,512GB SSD,"15.6""",Nvidia RTX 5050 Graphics,161900,In Stock,ryans.com,https://www.ryans.com/msi-cyborg-15-b2rwekg-intel-core-5-15.6-inch-fhd-gaming-laptop
Lenovo,Lenovo Yoga 7 2-in-1 14AKP10 AMD Ryzen AI 5 340 24GB RAM 1TB SSD 14 Inch FHD+ WUXGA Touch Display Copilot Plus & AI Optimized Seashell Laptop,AMD Ryzen AI,24GB,1TB SSD,"14""",AMD Radeon 840M Graphics,164000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-7-2-in-1-14akp10-seashell-laptop
ASUS,ASUS TUF Gaming A16 FA607NUQ AMD Ryzen 7 170 16GB RAM 512GB  SSD 16 Inch FHD+ WUXGA Display Mecha Gray Gaming Laptop,AMD Ryzen 7,16GB,512GB SSD,"16""",Nvidia RTX 4050 Graphics,164000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-a16-fa607nuq-amd-ryzen-7-170-gaming-laptop
Lenovo,Lenovo IdeaPad Slim 5 16AHP10 AMD Ryzen 7 8845HS 32GB RAM 1TB SSD 16 Inch 2.8K OLED WQXGA+ Display Luna Grey Laptop,AMD Ryzen 7,32GB,1TB SSD,"16""",AMD Radeon 780M Graphics,165000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-16ahp10-amd-ryzen-7-8845hs-32gb-ram-laptop
Microsoft,Microsoft Surface Laptop 6 for Business Series 1 Intel Core Ultra 5 135H 16GB RAM 256GB SSD 13.5 Inch Pixelsense Multi Touch Display Copilot & AI Optimized Black Surface Laptop,Intel Core Ultra,16GB,256GB SSD,"13.5""",Intel Arc graphics,167000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-laptop-6-series-1-intel-core-ultra-5-135h-surface-laptop
Lenovo,"Lenovo LOQ 15AHP10 AMD Ryzen 5 220 16GB RAM, 1TB SSD 15.6 Inch FHD Display AI Optimized Luna Gray Gaming Laptop #83JG005BLK-2Y",AMD Ryzen 5,16GB,1TB SSD,"15.6""",Nvidia RTX 5050 Graphics,168000,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-15ahp10-amd-ryzen-5-220-laptop
ASUS,"ASUS VivoBook S15 S5507QA Qualcomm Snapdragon X Elite X1E-78-100 16GB RAM, 512GB SSD 15.6 Inch 3K OLED Display Cool Silver Laptop",Qualcomm Snapdragon X,16GB,512GB SSD,"15.6""",Qualcomm Adreno Graphics,170000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s15-s5507qa-qualcomm-snapdragon-x-elite-x1e-78-100-laptop
MSI,MSI Cyborg 15 B13WEKG Intel Core i7 13620H 16GB RAM 512GB SSD 15.6 Inch FHD Display Copilot & AI Optimized Black Gaming Laptop,Intel Core i7,16GB,512GB SSD,"15.6""",Nvidia RTX 5050 Graphics,170000,In Stock,ryans.com,https://www.ryans.com/msi-cyborg-15-b13wekg-intel-core-i7-13620h-gaming-laptop
Lenovo,Lenovo LOQ Gaming 15IRX10 Intel Core i7 13650HX 16GB RAM 512GB SSD 15.6 Inch FHD Display Luna Grey Gaming Laptop,Intel Core i7,16GB,512GB SSD,"15.6""",Nvidia RTX 5050 Graphics,170500,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-gaming-15irx10-intel-core-i7-13650hx-gaming-laptop
Lenovo,Lenovo LOQ 15AHP10 AMD Ryzen 7 250 16GB RAM 1TB SSD 15.6 Inch FHD Display Luna Gray Gaming Laptop,AMD Ryzen 7,16GB,1TB SSD,"15.6""",Nvidia RTX 5050 Graphics,172000,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-15ahp10-amd-ryzen-7-250-laptop
Lenovo,Lenovo IdeaPad Slim 5 15ARP10 AMD Ryzen 7 7735HS 32GB RAM 1TB SSD 15.1 Inch 2.5K QHD WQXGA OLED Display Cloud Grey Laptop,AMD Ryzen 7,32GB,1TB SSD,"15.1""",AMD Radeon 680M Graphics,173000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-15arp10-amd-ryzen-7-7735hs-laptop
Apple,Apple MacBook Air (Early 2026) Apple M5 (10-Core) Chip 16GB RAM 512GB SSD 13.6 Inch Liquid Retina Display Sky Blue Laptop,Apple MacBook Air,16GB,512GB SSD,"13.6""",Apple 8-Core GPU,174000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-air-early-2026-apple-m5-10-core-chip-16gb-ram-laptop
Lenovo,"Lenovo IdeaPad Slim 5 16AKP10 AMD Ryzen AI 7 350 32GB RAM, 1TB SSD 16 Inch 2.8K OLED WQXGA+ Display Copilot Plus & AI Optimized Luna Grey Laptop",AMD Ryzen AI,32GB,1TB SSD,"16""",AMD Radeon 860M Graphics,175000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-16akp10-amd-ryzen-ai-7-350-32gb-ram-laptop
Gigabyte,Gigabyte AERO X16 1TH AMD Ryzen AI 7 350 16GB RAM 1TB SSD 16 Inch QHD Display Lunar White Gaming Laptop,AMD Ryzen AI,16GB,1TB SSD,"16""",Nvidia RTX 5050 Graphics,179000,In Stock,ryans.com,https://www.ryans.com/gigabyte-aero-x16-1th-amd-ryzen-ai-7-350-gaming-laptop
ASUS,ASUS ZenBook A14 OLED UX3407RA Qualcomm Snapdragon X Elite X1E-78-100 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Copilot Plus & AI Optimized Zabriskie Beige Laptop,Qualcomm Snapdragon X,16GB,1TB SSD,"14""",Qualcomm Adreno Graphics,182000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-a14-oled-ux3407ra-qualcomm-snapdragon-x-elite-x1e-78-100-laptop
ASUS,"ASUS ZenBook A14 OLED UX3407RA Qualcomm Snapdragon X Elite X1E-78-100 16GB RAM, 1TB SSD14 Inch FHD+ WUXGA Display Copilot Plus & AI Optimized Iceland Gray Laptop",Qualcomm Snapdragon X,16GB,1TB SSD,"14""",Qualcomm Adreno Graphics,182000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-a14-oled-ux3407ra-qualcomm-snapdragon-x-elite-x1e-78-100-16gb-ram-laptop
Microsoft,Microsoft Surface Laptop 7 Copilot+ PC 7th Edition Snapdragon X Plus 16GB RAM 512GB SSD 13.8 Inch Pixelsense Multi Touch Display Copilot Plus & AI Optimized Black Laptop,Snapdragon X,16GB,512GB SSD,"13.8""",Qualcomm Adreno Graphics,184000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-laptop-7-copilot-plus-pc-7th-edition-black-laptop
Microsoft,"Microsoft Surface Laptop 1st Edition Copilot+ PC Snapdragon X Plus 16GB RAM, 512GB SSD 13 Inch Pixelsense Multi Touch Display, Copilot Plus & AI Optimized, Platinum METAl Surface Laptop",Snapdragon X,16GB,512GB SSD,"13""",Qualcomm Adreno Graphics,184000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-laptop-1st-edition-copilot-pc-snapdragon-x-plus-laptop
Gigabyte,Gigabyte AERO X16 1VH AMD Ryzen AI 7 350 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display Space Gray Gaming Laptop,AMD Ryzen AI,16GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,185000,In Stock,ryans.com,https://www.ryans.com/gigabyte-aero-x16-1vh-laptop
MSI,"MSI Katana 15 HX B14WEK 14th Gen Intel Core i7 14650HX 16GB RAM, 512GB SSD, 15.6 Inch 2K QHD Display Black Gaming Laptop",Intel Core i7,16GB,512GB SSD,"15.6""",Nvidia RTX 5050 Graphics,185000,In Stock,ryans.com,https://www.ryans.com/msi-katana-15-hx-b14wek-14th-gen-intel-core-i7-14650hx-gaming-laptop
ASUS,Asus ZenBook 14 UX3405CA Intel Core Ultra 7 255H 16GB RAM 512GB SSD 14 Inch FHD+ OLED Display Ponder Blue Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 140T Graphics,185000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-14-ux3405ca-intel-core-ultra-7-255h-laptop
Lenovo,"Lenovo Yoga Slim 7 14Q8X9 Qualcomm Snapdragon X Elite X1E-78-100 16GB RAM, 512GB SSD 14.5 Inch 3K Display AI Optimized Cosmic Blue Laptop",Qualcomm Snapdragon X,16GB,512GB SSD,"14.5"" 8X9",Qualcomm Adreno Graphics,187000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-slim-7-14q8x9-qualcomm-snapdragon-x-elite-x1e-78-100-laptop
Microsoft,"Microsoft Surface Laptop 7 Copilot+ PC 7th Edition Snapdragon X Plus 16GB RAM 512GB SSD 13.8 Inch Pixelsense Multi Touch Display, Copilot Plus & AI Optimized, Platinum Laptop",Snapdragon X,16GB,512GB SSD,"13.8""",Qualcomm Adreno Graphics,189000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-laptop-7-copilot-plus-pc-7th-edition-snapdragon-x-plus-16gb-ram-laptop
Gigabyte,Gigabyte Gaming A16 CMH Intel Core i7 13620H 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display Black Steel Gaming Laptop,Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,189000,In Stock,ryans.com,https://www.ryans.com/gigabyte-gaming-a16-cmh-laptop
ASUS,"ASUS TUF Gaming A14 FA401UH AMD Ryzen 7 260 16GB RAM, 512GB SSD 14 Inch 2.5K WQXGA Display Copilot & AI Optimized Jaeger Gray Gaming Laptop",AMD Ryzen 7,16GB,512GB SSD,"14""",Nvidia RTX 5050 Graphics,192000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-a14-fa401uh-amd-ryzen-7-260-gaming-laptop
MSI,MSI Katana 15 HX B14WFK Intel Core i7 14650HX 16GB RAM 512GB SSD 15.6 Inch 2K QHD Display Copilot & AI Optimized Black Gaming Laptop,Intel Core i7,16GB,512GB SSD,"15.6""",Nvidia RTX 5060 Graphics,193900,In Stock,ryans.com,https://www.ryans.com/msi-katana-15-hx-b14wfk-intel-core-i7-14650hx-laptop
Microsoft,"Microsoft Surface Pro Copilot+ PC 11th Edition (Wi-Fi) Snapdragon X Plus 16GB RAM, 512GB SSD AI Optimized Black 2-in-1 Detachable Laptop (Type Cover is sold separately)",Snapdragon X,16GB,512GB SSD,"13""",Qualcomm Adreno Graphics,199000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-pro-copilot-plus-pc-11th-edition-wi-fi-snapdragon-x-plus-laptop
ASUS,ASUS TUF Gaming A16 FA608UM AMD Ryzen 7 260 16GB RAM 512GB SSD 16 Inch FHD+ WUXGA Display Copilot & AI Optimized Jaeger Gray Gaming Laptop,AMD Ryzen 7,16GB,512GB SSD,"16""",Nvidia RTX 5060 Graphics,199000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-a16-fa608um-laptop
Lenovo,"Lenovo Legion 5 Gaming 15IRX10 14th Gen Intel Core i7 14700HX 24GB RAM, 512GB SSD 15.1 Inch 2.5K QHD WQXGA Display AI Optimized Eclipse Black Gaming Laptop",Intel Core i7,24GB,512GB SSD,"15.1""",Nvidia RTX 5050 Graphics,200000,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-5-gaming-15irx10-14th-gen-intel-core-i7-14700hx-gaming-laptop
ASUS,"ASUS TUF Gaming A16 FA608UH AMD Ryzen 7 260 16GB RAM, 512GB PCIe SSD, 16 Inch FHD+ WUXGA Display Copilot & AI Optimized Jaeger Gray Gaming Laptop",AMD Ryzen 7,16GB,512GB SSD,"16""",Nvidia RTX 5050 Graphics,205000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-a16-fa608uh-amd-ryzen-7-260-gaming-laptop
HP,HP OMEN Gaming 16-am0335TX Intel Core i7 14650HX 16GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA Display Shadow Black Gaming Laptop,Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5050 Graphics,209000,In Stock,ryans.com,https://www.ryans.com/hp-omen-gaming-16-am0335tx-intel-core-i7-14650hx-gaming-laptop
ASUS,"ASUS ZenBook S 14 OLED UX5406SA Series 2 Intel Core Ultra 7 256V 16GB RAM, 1TB SSD 14 Inch 3K OLED WQHD Display AI Optimized Zumaia Gray Laptop",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc Graphics,216000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-s-14-oled-ux5406sa-series-2-laptop
MSI,"MSI Katana 15 HX B14WEK 14th Gen Intel Core i9 14900HX 16GB RAM, 512GB SSD, 15.6 Inch 2K QHD Display Black Gaming Laptop",Intel Core i9,16GB,512GB SSD,"15.6""",Nvidia RTX 5050 Graphics,220000,In Stock,ryans.com,https://www.ryans.com/msi-katana-15-hx-b14wek-gaming-laptop
Microsoft,Microsoft Surface Pro Copilot+ PC 11th Edition (Wi-Fi) Snapdragon X Elite 16GB RAM 1TB SSD 13 Inch Pixelsense Flow Multi Touch Display Copilot Plus & AI Optimized Black Laptop (Type Cover is sold separately),Snapdragon X,16GB,1TB SSD,"13""",Qualcomm Adreno Graphics,225000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-pro-copilot-plus-pc-11th-edition-wi-fi-snapdragon-x-elite-black-laptop
Microsoft,"Microsoft Surface Pro Copilot+ PC 11th Edition (Wi-Fi) Snapdragon X Plus 16GB RAM, 1TB SSD AI Optimized Black 2-in-1 Detachable Laptop (Type Cover is sold separately)",Snapdragon X,16GB,1TB SSD,"13""",Qualcomm Adreno Graphics,225000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-pro-copilot--pc-11th-edition-laptop
MSI,MSI Katana 15 HX B14WGK Intel Core i7 14650HX 16GB RAM 512GB SSD 15.6 Inch 2K QHD Display Copilot & AI Optimized Black Gaming Laptop,Intel Core i7,16GB,512GB SSD,"15.6""",Nvidia RTX 5070 Graphics,227900,In Stock,ryans.com,https://www.ryans.com/msi-katana-15-hx-b14wgk-gaming-laptop
ASUS,ASUS TUF Gaming F16 FX608JHI Intel Core i7 14650HX 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display Jaeger Gray Gaming Laptop,Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5050 Graphics,228000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-f16-fx608jhi-14th-gen-intel-core-i7-14650hx-gaming-laptop
HP,"HP OmniBook Ultra Flip x360 14-fh0103TU AI Series 2 Intel Core Ultra 7 256V 16GB RAM, 1TB SSD 14 Inch 3K Touch Display Copilot Plus & AI Optimized Atmospheric Blue Convertible Laptop #C0PN3PA-3Y",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 140V Graphics,229000,In Stock,ryans.com,https://www.ryans.com/hp-omnibook-ultra-flip-x360-14-fh0103tu-ai-series-2-intel-core-ultra-7-256v-laptop
HP,"HP OmniBook Ultra Flip x360 14-fh0104TU AI Series 2 Intel Core Ultra 7 256V 16GB RAM, 1TB SSD 14 Inch 3K Touch Display Copilot Plus & AI Optimized Eclipse Gray Convertible Laptop #C0PN4PA-3Y",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 140V Graphics,229000,In Stock,ryans.com,https://www.ryans.com/hp-omnibook-ultra-flip-x360-14-fh0104tu-ai-series-2-intel-core-ultra-7-256v-convertible-laptop
Microsoft,Microsoft Surface Laptop 7 Copilot+ PC 7th Edition Snapdragon X Elite 32GB RAM 1TB SSD 13.8 Inch Pixelsense Multi Touch Display Black Metal Surface Laptop,Snapdragon X,32GB,1TB SSD,"13.8""",Qualcomm Adreno Graphics,229000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-laptop-7-copilot--pc-7th-edition-snapdragon-x-elite-surface-laptop
ASUS,ASUS ProArt StudioBook 16 H5600QM AMD Ryzen 7 5800H 16GB RAM 1TB SSD 16 Inch 4K WQUXGA OLED Display Star Black Laptop,AMD Ryzen 7,16GB,1TB SSD,"16""",Nvidia RTX 3060 Graphics,232000,In Stock,ryans.com,https://www.ryans.com/asus-proart-studiobook-16-h5600qm-amd-ryzen-7-5800h-16-inch-wquxga-oled-display-star-black-laptop
Lenovo,"Lenovo Legion Pro 5 16ADR10 AMD Ryzen 7 8745HX 32GB RAM, 1TB SSD 16 Inch 2.5K QHD WQXGA OLED Display AI Optimized Eclipse Black Gaming Laptop",AMD Ryzen 7,32GB,1TB SSD,"16""",NVIDIA GeForce RTX 5060 Graphics,235000,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-pro-5-16adr10-amd-ryzen-7-8745hx-gaming-laptop
Lenovo,Lenovo Legion Pro 5 16ADR10 AMD Ryzen 7 8745HX 24GB RAM 1TB SSD 16 Inch 2.5K QHD WQXGA OLED Display Eclipse Black Gaming Laptop,AMD Ryzen 7,24GB,1TB SSD,"16""",NVIDIA GeForce RTX 5060 Graphics,240000,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-pro-5-16adr10-amd-ryzen-7-8745hx-24gb-ram-gaming-laptop
Microsoft,Microsoft Surface Pro for Business Copilot+ PC 11th Edition (Wi-Fi) Snapdragon X Elite 32GB RAM 1TB SSD 13 Inch Pixelsense Flow Multi Touch OLED Display Copilot Plus & AI Optimized Platinum Laptop,Snapdragon X,32GB,1TB SSD,"13""",Qualcomm Adreno Graphics,245000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-pro-for-business-copilot-plus-pc-11th-edition-wi-fi-snapdragon-x-elite-laptop
Lenovo,"Lenovo Legion 5 Gaming 15IRX10 14th Gen Intel Core i7 14700HX 24GB RAM, 512GB SSD 15.1 Inch 2.5K QHD WQXGA OLED Display AI Optimized Eclipse Black Gaming Laptop #83LY009YLK-2Y",Intel Core i7,24GB,512GB SSD,"15.1""",Nvidia RTX 5070 Graphics,248500,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-5-gaming-15irx10-14th-gen-intel-core-i7-14700hx-512gb-ssd-gaming-laptop
ASUS,ASUS ZenBook Pro Duo 14 OLED UX8402ZE Intel Core i7 12700H 16GB RAM 512GB SSD 14.5 Inch 2.8K OLED WQHD Touch Display Tech Black Laptop,Intel Core i7,16GB,512GB SSD,"14.5""",Nvidia RTX 3050 Ti Graphics,250000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-pro-duo-14-oled-ux8402ze-12th-gen-intel-core-i7-12700h-14.5-inch-tech-black-laptop
ASUS,ASUS TUF Gaming F16 FX608JMI Intel Core i7 14650HX 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Jaeger Gray Gaming Laptop,Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,252000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-f16-fx608jmi-14th-gen-intel-core-i7-14650hx-gaming-laptop
ASUS,Asus Zenbook S 16 UM5606GA AMD Ryzen AI 7 445 32GB RAM 1TB SSD 16 Inch 3K OLED WQHD Display Gray Laptop,AMD Ryzen AI,32GB,1TB SSD,"16""",AMD Radeon 840M Graphics,256000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-s-16-um5606ga-amd-ryzen-ai-7-16-inch-display-laptop
ASUS,ASUS ProArt StudioBook 16 H5600QM AMD Ryzen 9 5900HX 32GB RAM 1TB SSD 16 Inch 4K WQUXGA OLED Display Star Black Laptop,AMD Ryzen 9,32GB,1TB SSD,"16""",Nvidia RTX 3060 Graphics,258000,In Stock,ryans.com,https://www.ryans.com/asus-proart-studiobook-16-h5600qm-amd-ryzen-9-5900hx-16-inch-4k-wquxga-oled-display-star-black-laptop
ASUS,"ASUS TUF Gaming F16 FX608JMR 14th Gen Intel Core i7 14650HX 16GB RAM, 1TB SSD 16 Inch FHD+ WUXGA Display AI Optimized Jaeger Gray Gaming Laptop",Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,260000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-f16-fx608jmr-14th-gen-intel-core-i7-14650hx-gaming-laptop
Lenovo,"Lenovo Legion 5 15AKP10 AMD Ryzen AI 7 350 32GB RAM, 512GB SSD 15.1 Inch WQXGA OLED Display AI Optimized Black Gaming Laptop #83F10031LK-2Y",AMD Ryzen AI,32GB,512GB SSD,"15.1""",NVIDIA Geforce RTX 5070 Graphics,270000,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-5-15akp10-amd-ryzen-ai-7-350-gaming-laptop
Lenovo,"Lenovo Legion 5 Gaming 15IRX10 14th Gen Intel Core i9 14900HX 24GB RAM, 512GB SSD 15.1 Inch 2.5K QHD WQXGA Display AI Optimized, Eclipse Black Gaming Laptop",Intel Core i9,24GB,512GB SSD,"15.1""",Nvidia RTX 5070 Graphics,272500,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-5-gaming-15irx10-14th-gen-intel-core-i9-14900hx-gaming-laptop
Lenovo,Lenovo Legion 5 15IAX10 Series 2 Intel Core Ultra 7 255HX 32GB RAM 512GB SSD 15.1 Inch 2.5K QHD WQXGA Display AI Optimized Eclipse Black Gaming Laptop,Intel Core Ultra,32GB,512GB SSD,"15.1""",Nvidia RTX 5060 Graphics,274000,In Stock,ryans.com,https://www.ryans.com/lenovo-legion-5-15iax10-series-2-intel-core-ultra-7-255hx-gaming-laptop
Lenovo,"Lenovo Yoga Slim 9 14ILL10 Series 2 Intel Core Ultra 7 258V 32GB RAM, 1TB SSD 14 Inch 4K WQUXGA Display AI Optimized Tidal Teal Laptop",Intel Core Ultra,32GB,1TB SSD,"14""",Intel Arc 140V Graphics,280000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-slim-9-14ill10-series-2-intel-core-ultra-7-258v-laptop
ASUS,Asus TUF Gaming F16 FX608JPR Intel Core i7 14650HX 16GB RAM 1TB SSD 16 Inch FHD+ Display Jaeger Gray Gaming Laptop,Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,282000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-f16-fx608jpr-14th-gen-intel-core-i7-14650hx-16gb-gaming-laptop
Acer,"Acer Predator Helios Neo 16S AI PHN16S-71 Series 2 Intel Core Ultra 7 255HX 16GB RAM, 1TB SSD 16 Inch 2.5K QHD+ WQXGA OLED Display Copilot & AI Optimized Abyssal Black Gaming Laptop",Intel Core Ultra,16GB,1TB SSD,"16""",Nvidia RTX 5050 Graphics,285000,In Stock,ryans.com,https://www.ryans.com/acer-predator-helios-neo-16s-ai-phn16s-71-series-2-intel-core-ultra-7-255hx-laptop
Lenovo,"Lenovo Yoga Book 9 13IMU9 Series 1 Intel Core Ultra 7 155U 16GB RAM, 1TB SSD 13.3 Inch 2.8K OLED WQHD Touch Display Tidal Teal Laptop",Intel Core Ultra,16GB,1TB SSD,"13.3""",Intel Graphics,287000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-book-9i-13imu9-intel-core-ultra-7-155u-16gb-ram-tidal-teal-laptop
Apple,"Apple MacBook Air (Early 2026) Apple M5 Chip 24GB RAM, 1TB SSD 15.3 Inch Liquid Retina Display Starlight Laptop #MDVF4xx/A",Apple MacBook Air,24GB,1TB SSD,"15.3""",Apple 10-core GPU,288000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-air-early-2026-apple-m5-chip-24gb-liquid-retina-laptop
Apple,Apple MacBook Air (Early 2026) Apple M5 (10-Core) Chip 24GB RAM 1TB SSD 15.3 Inch Liquid Retina Display Sky Blue Laptop,Apple MacBook Air,24GB,1TB SSD,"15.3""",Apple 10-core GPU,288000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-air-early-2026-apple-m5-chip-24gb-ram-liquid-retina-laptop
Apple,Apple MacBook Air (Early 2026) Apple M5 (10-Core) Chip 24GB RAM 1TB SSD 15.3 Inch Liquid Retina Display Silver Laptop,Apple MacBook Air,24GB,1TB SSD,"15.3""",Apple 10-core GPU,288000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-air-early-2026-apple-m5-chip-24gb-ram-silver-laptop
Apple,Apple MacBook Air (Early 2026) Apple M5 (10-Core) Chip 24GB RAM 1TB SSD 15.3 Inch Liquid Retina Display Midnight Laptop,Apple MacBook Air,24GB,1TB SSD,"15.3""",Apple 10-core GPU,288000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-air-early-2026-apple-m5-chip-24gb-ram-midnight-laptop
Lenovo,Lenovo Yoga Pro 7i 14IAH10 Intel Core Ultra 9 285H 32GB RAM 1TB SSD 14.5 Inch 3K OLED Display Luna Grey Laptop,Intel Core Ultra,32GB,1TB SSD,"14.5""",Intel Arc 140T Graphics,298000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-pro-7i-14iah10-intel-core-ultra-9-285h-laptop
Lenovo,"Lenovo Yoga Book 9 14IAH10 Series 2 Intel Core Ultra 9 285H 32GB RAM, 1TB SSD 14 Inch 2.8K OLED WQXGA Display AI Optimized Tidal Teal Laptop",Intel Core Ultra,32GB,1TB SSD,"14""",Intel Arc 140T Graphics,299000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-book-9-14iah10-series-2-intel-core-ultra-9-285h-laptop
ASUS,Asus ROG Strix G16 G614PP AMD Ryzen 9 8940HX 16GB RAM 1TB SSD 16 Inch 2.5K QHD+ Display Eclipse Gray Gaming Laptop,AMD Ryzen 9,16GB,1TB SSD,"16""",Nvidia RTX 5070 Graphics,307000,In Stock,ryans.com,https://www.ryans.com/asus-rog-strix-g16-g614pp-amd-ryzen-9-8940hx-gaming-laptop
ASUS,ASUS ROG Strix G16 G615LM Intel Core Ultra 9 275HX 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display Copilot & AI Optimized Volt Green Gaming Laptop,Intel Core Ultra,16GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,312000,In Stock,ryans.com,https://www.ryans.com/asus-rog-strix-g16-g615lm-laptop
Apple,Apple MacBook Pro (Late 2025) 24GB RAM 1TB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop,Apple MacBook Pro,24GB,1TB SSD,"14.2""",Apple 10-Core GPU,315000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-late-2025-24gb-ram-laptop
Apple,"Apple MacBook Pro (Late 2025) Apple M5 Chip 24GB RAM, 1TB SSD 14.2 Inch Liquid Retina XDR Display Space Black Laptop #MDE34xx/A",Apple MacBook Pro,24GB,1TB SSD,"14.2""",Apple 10-Core GPU,315000,In Stock,ryans.com,https://www.ryans.com/apple-macbook-pro-late-2025-apple-m5-chip-24gb-ram-laptop
Lenovo,Lenovo Yoga Slim 7i Ultra 14IPH11 Intel Core Ultra 7 355 32GB RAM 1TB SSD 2.8K Touch Display Win 11 Cosmic Blue Laptop,Intel Core Ultra,32GB,1TB SSD,"14""",Intel Graphics,315000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-slim-7i-ultra-14iph11-laptop
