Brand,Model,Processor,RAM,Storage,Display,GPU,Price_BDT,Availability,Source,Product_URL
Lenovo,"Lenovo IdeaPad Slim 5 14IRH10 13th Gen Intel Core i5 13420H 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Luna Grey Laptop",Intel Core i5,16GB,512GB SSD,"14""",Intel UHD Graphics,104500,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5i-14irh10-13th-gen-intel-core-i5-13420h-laptop
MSI,"MSI Modern 15 F1MG Series 1 Intel Core 7 150U 8GB RAM, 1TB SSD AI Optimized Urban Silver Laptop (Laptop Bag is given Separately)",Intel Core 7,8GB,1TB SSD,"15.6""",Intel Graphics,105900,In Stock,ryans.com,https://www.ryans.com/msi-modern-15-f1mg-series-1-intel-core-7-150u-8gb-ram-laptop
Lenovo,"Lenovo IdeaPad Slim 5 14Q8X9 Qualcomm Snapdragon X Plus X1P-42-100 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Copilot Plus & AI Optimized Cloud Grey Laptop",Qualcomm Snapdragon X,16GB,512GB SSD,"14"" 8X9",Qualcomm Adreno Graphics,108000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-14q8x9-qualcomm-snapdragon-x-plus-x1p-42-100-laptop
Lenovo,Lenovo IdeaPad Slim 5 14IMH10 Intel Core Ultra 5 135H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display AI Optimized Luna Grey Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc graphics,109000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-14imh10-intel-core-ultra-5-135h-laptop
MSI,MSI Modern 14 H D2RMG Series 2 Intel Core 7 240H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display Copilot & AI Optimized Classic Black Laptop,Intel Core 7,16GB,512GB SSD,"14""",Intel Graphics,109900,In Stock,ryans.com,https://www.ryans.com/msi-modern-14-h-d2rmg-series-2-intel-core-7-240h-laptop
Lenovo,"Lenovo LOQ Gaming 15IAX9 12th Gen Intel Core i5 12450HX 16GB, 512GB SSD 15.6 Inch FHD Display Luna Grey Gaming Laptop",Intel Core i5,16GB,512GB SSD,"15.6""",Nvidia RTX 2050 Graphics,110500,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-gaming-15iax9-12th-gen-intel-core-i5-12450hx-luna-grey-gaming-laptop
ASUS,ASUS Vivobook 14 M1407KA AMD Ryzen AI 5 330 16GB DDR5 RAM 512GB SSD 14 Inch FHD+ WUXGA Display Cool Silver Laptop,AMD Ryzen AI,16GB,512GB SSD,"14""",AMD Radeon 820M Graphics,112000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-14-m1407ka-16gb-ddr5-512gb-pcie-ssd-laptop
ASUS,ASUS Vivobook 14 M1407KA AMD Ryzen AI 5 330 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display Quiet Blue Laptop,AMD Ryzen AI,16GB,512GB SSD,"14""",AMD Radeon 820M Graphics,112000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-14-m1407ka-amd-ryzen-ai-5-330-laptop
Lenovo,Lenovo IdeaPad Slim 5 14IRH10 Intel Core i5 13420H 16GB RAM 1TB SSD14 Inch FHD+ WUXGA OLED Display Luna Grey Laptop,Intel Core i5,16GB,1TB SSD,"14""",Intel UHD Graphics,112500,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-14irh10-intel-core-i5-13420h-laptop
HP,"HP ProBook 440 G11 Series 1 Intel Core Ultra 5 125U 8GB RAM, 512GB SSD 14 Inch FHD Display Silver Laptop",Intel Core Ultra,8GB,512GB SSD,"14""",Intel Graphics,113000,In Stock,ryans.com,https://www.ryans.com/hp-probook-440-g11-series-1-intel-core-ultra-5-125u-laptop
Lenovo,"Lenovo ThinkPad E14 Gen 7 Series 2 Intel Core Ultra 5 225U 8GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display AI Optimized Black Laptop #21SXS0N300-3Y",Intel Core Ultra,8GB,512GB SSD,"14""",Intel Graphics,113000,In Stock,ryans.com,https://www.ryans.com/lenovo-thinkpad-e14-gen-7-series-2-intel-core-ultra-5-225u-laptop
Lenovo,"Lenovo IdeaPad Slim 3 15IRH10R Series 2 Intel Core 7 240H 24GB RAM, 512GB SSD, 15.3 Inch FHD+ WUXGA Display, Luna Grey Laptop #83K40042LK-2Y",Intel Core 7,24GB,512GB SSD,"15.3""",Intel Graphics,113500,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-3-15irh10r-series-2-intel-core-7-240h-24gb-ram--512gb-ssd--15.3-inch-fhd--wuxga-display--luna-grey-laptop--83k40042lk-2y
Lenovo,"Lenovo IdeaPad Slim 5 13ARP10 AMD Ryzen 7 7735HS 16GB RAM, 512GB SSD 13.3 Inch FHD+ WUXGA Display Cloud Grey Laptop #83J2002RIN-2Y",AMD Ryzen 7,16GB,512GB SSD,"13.3""",AMD Radeon 680M Graphics,114500,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-13arp10-amd-ryzen-7-7735hs-16gb-ram-laptop
Lenovo,"Lenovo IdeaPad Slim 3 14AHP10 AMD Ryzen 5 8640HS 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display, AI Optimized Luna Grey Laptop #83K9000SLK-2Y",AMD Ryzen 5,16GB,512GB SSD,"14""",AMD Radeon 760M Graphics,115000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-3-14ahp10-amd-ryzen-5-8640hs-16gb-ram-laptop
ASUS,Asus VivoBook 14 F1407CA Series 2 Intel Core Ultra 5 225H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Quiet Blue Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 130V Graphics,116000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-14-f1407ca-series-2-intel-core-ultra-5-225h-quiet-blue-laptop
ASUS,Asus VivoBook 14 F1407CA Series 2 Intel Core Ultra 5 225H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display Cool Silver Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 130V Graphics,116000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-14-f1407ca-series-2-intel-core-ultra-5-225h-cool-silver-laptop
ASUS,"Asus VivoBook 16 F1607CA Series 2 Intel Core Ultra 5 225H 16GB RAM, 512GB SSD 16 Inch FHD+ Display AI Optimized Quiet Blue Laptop #F1607CA-MB282W",Intel Core Ultra,16GB,512GB SSD,"16""",Intel Iris Xe Graphics,116000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-16-f1607ca-series-2-intel-core-ultra-5-225h-512gb-ssd-laptop
Dell,"Dell Pro 14 PC14250 Series 2 Intel Core Ultra 5 225U 8GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Magnetite Laptop",Intel Core Ultra,8GB,512GB SSD,"14""",Intel Graphics,116500,In Stock,ryans.com,https://www.ryans.com/dell-pro-14-pc14250-series-2-intel-core-ultra-5-225u-laptop
HP,"HP ProBook 460 G11 Series 1 Intel Core Ultra 5 125H 8GB RAM, 512GB SSD 16 Inch FHD+ WUXGA Display Silver Laptop",Intel Core Ultra,8GB,512GB SSD,"16""",Intel Arc Graphics,118000,In Stock,ryans.com,https://www.ryans.com/hp-probook-460-g11-series-1-intel-core-ultra-5-125h-silver-laptop
Acer,"Acer TravelLite TL24-53M Series 1 Intel Core 7 150U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Silver Laptop",Intel Core 7,16GB,512GB SSD,"14""",Intel Graphics,118000,In Stock,ryans.com,https://www.ryans.com/acer-travellite-tl24-53m-series-1-intel-core-7-150u-laptop
ASUS,"ASUS VivoBook 14 F1407CA Series 2 Intel Core Ultra 5 225H 16GB RAM, 1TB SSD 14 Inch FHD+ WUXGA Display Quiet Blue Laptop",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 130T Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-14-f1407ca-series-2-intel-core-ultra-5-225h-laptop
ASUS,ASUS VivoBook S14 M3407HA AMD Ryzen 5 220 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Cool Silver Laptop,AMD Ryzen 5,16GB,1TB SSD,"14""",AMD Radeon 740M Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s14-m3407ha-laptop
ASUS,ASUS VivoBook S14 S3407CA Intel Core Ultra 5 225H 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Copilot & AI Optimized Cool Silver Laptop,Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 130T Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s14-s3407ca-intel-core-ultra-5-225h-laptop
ASUS,Asus VivoBook 16 F1607CA Series 2 Intel Core Ultra 5 225H 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display AI Optimized Cool Silver Laptop,Intel Core Ultra,16GB,1TB SSD,"16""",Intel Arc 130T Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-16-f1607ca-series-2-intel-core-ultra-5-225h-laptop
ASUS,Asus VivoBook 16 F1607CA Series 2 Intel Core Ultra 5 225H 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display AI Optimized Quiet Blue Laptop,Intel Core Ultra,16GB,1TB SSD,"16""",Intel Arc 130V Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-16-f1607ca-series-2-intel-core-ultra-5-225h-16gb-ram-laptop
ASUS,Asus VivoBook 15 A1504VA Series 1 Intel Core 7 150U16GB RAM 512GB SSD 15.6 Inch FHD Display Cool Silver Laptop,Intel Core 7,16GB,512GB SSD,"15.6""",Intel Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-15-a1504va-series-1-intel-core-7-150u-silver-laptop
ASUS,Asus VivoBook 15 A1504VA Series 1 Intel Core 7 150U 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop,Intel Core 7,16GB,512GB SSD,"15.6""",Intel Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-15-a1504va-series-1-intel-core-7-150u-quiet-blue-laptop
ASUS,Asus VivoBook 14 F1407CA Series 2 Intel Core Ultra 5 225H 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Cool Silver Laptop,Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 130T Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-14-f1407ca-series-2-core-ultra-5-225h-cool-silver-laptop
ASUS,ASUS Vivobook S14 S3407VA Intel Core 5 210H 16GB RAM DDR5 512GB PCIe SSD 14 Inch FHD+ WUXGA Display Matte Gray Laptop,Intel Core 5,16GB,512GB SSD,"14""",Intel Graphics,119000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s14-s3407va-series-2-intel-core-5-210h-16gb-ram-laptop
ASUS,"ASUS VivoBook S14 S3407CA Series 2 Intel Core Ultra 5 225H 16GB RAM, 1TB SSD 14 Inch FHD+ WUXGA Display Copilot & AI Optimized Matte Gray Laptop",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 130T Graphics,120000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s14-s3407ca-series-2-intel-core-ultra-5-225h-laptop
HP,Hp EliteBook 640 G11 Series 1 Intel Core Ultra 5 125U 8GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display Pike Silver Laptop,Intel Core Ultra,8GB,512GB SSD,"14""",Intel Graphics,121000,In Stock,ryans.com,https://www.ryans.com/hp-elitebook-640-g11-intel-core-ultra-5-125u-laptop
Lenovo,"Lenovo IdeaPad Slim 5 14IRH10R Series 2 Intel Core 7 240H 16GB RAM, 1TB SSD 14 Inch FHD+ WUXGA Display Luna Grey Laptop",Intel Core 7,16GB,1TB SSD,"14""",Intel Graphics,121500,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5i-14irh10r-series-2-intel-core-7-240h-laptop
Lenovo,"Lenovo LOQ Gaming 15IAX9E 12th Gen Intel Core i5 12450HX 16GB ram, 512GB SSD 15.6 Inch FHD Display AI Optimized Luna Grey Gaming Laptop",Intel Core i5,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,122000,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-gaming-15iax9e-12th-gen-intel-core-i5-12450hx-gaming-laptop
Acer,Acer ALG AL15G-53 Core 5 210H RTX 3050 6GB GPU 16GB RAM 512GB SSD 15.6 Inch FHD Steel Gray Gaming Laptop,,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,122500,In Stock,ryans.com,https://www.ryans.com/acer-alg-gaming-al15g-53-intel-core-5-210h-gaming-laptop
ASUS,Asus VivoBook S14 S3407VA Intel Core 5 210H 16GB RAM DDR5 1TB PCIe SSD 14 Inch FHD+ WUXGA Display Cool Silver Laptop,Intel Core 5,16GB,1TB SSD,"14""",Intel Graphics,124000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s14-s3407va-series-2-intel-core-5-210h-16gb-ram-14-inch-laptop
MSI,MSI Cyborg 15 Black Edition A13UC Intel Core i5 13420H 16GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop,Intel Core i5,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,125000,In Stock,ryans.com,https://www.ryans.com/msi-cyborg-15-black-edition-a13uc-gaming-laptop
ASUS,Asus VivoBook 16 M1607GA AMD Ryzen AI 7 445 16GB RAM 512GB SSD 16 Inch FHD+ WUXGA Display AI Optimized Cool Silver Laptop,AMD Ryzen AI,16GB,512GB SSD,"16""",AMD Radeon 840M Graphics,129000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-16-m1607ga-amd-ryzen-ai-7-445-laptop
ASUS,Asus VivoBook 16 M1607GA AMD Ryzen AI 7 445 16GB RAM 512GB SSD 16 Inch FHD+ WUXGA AI Optimized Quiet Blue Laptop,AMD Ryzen AI,16GB,512GB SSD,"16""",AMD Radeon 840M Graphics,129000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-16-m1607ga-amd-ryzen-ai-7-445-16gb-laptop
HP,HP Victus Gaming 15-fb3180AX AMD Ryzen 7 7445HS 8GB RAM 1TB SSD 15.6 Inch FHD Display Performance Blue Gaming Laptop,AMD Ryzen 7,8GB,1TB SSD,"15.6""",Nvidia RTX 3050 Graphics,129500,In Stock,ryans.com,https://www.ryans.com/hp-victus-gaming-15-fb3180ax-amd-ryzen-7-7445hs-gaming-laptop
Gigabyte,"Gigabyte Gaming G6 MF 13th Gen Intel Core i7 13620H 16GB RAM, 512GB SSD 16 Inch FHD+ WUXGA Display Matte Black Gaming Laptop",Intel Core i7,16GB,512GB SSD,"16""",Nvidia RTX 4050 Graphics,129900,In Stock,ryans.com,https://www.ryans.com/gigabyte-gaming-g6-mf-13th-gen-intel-core-i7-13620h-gaming-laptop
ASUS,"ASUS VivoBook Pro 16X M7600QE AMD Ryzen 7 5800H 16GB RAM, 512GB SSD 16 Inch 4K WQUXGA OLED Display Black Laptop",AMD Ryzen 7,16GB,512GB SSD,"16""",Nvidia RTX 3050 Ti Graphics,131000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-pro-16x-m7600qe-amd-ryzen-7-5800h-laptop
Lenovo,Lenovo LOQ Gaming 15IAX9 Intel Core i5 12450HX 16GB RAM 512GB SSD 15.6 Inch FHD Display AI Optimized Luna Grey Gaming Laptop,Intel Core i5,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,131500,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-gaming-15iax9-laptop
Lenovo,Lenovo IdeaPad Slim 5 14IRH10R Intel Core 5 32GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Luna Grey Laptop,Intel Core 5,32GB,1TB SSD,"14""",Intel Graphics,132000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-slim-5-14irh10r-intel-core-5-laptop
ASUS,"ASUS TUF Gaming A15 FA506NCG AMD Ryzen 7 7445HS 8GB RAM, 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop",AMD Ryzen 7,8GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,134000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-a15-fa506ncg-amd-ryzen-7-7445hs-8gb-ram-gaming-laptop
HP,"HP ProBook 440 G11 Series 1 Intel Core Ultra 7 155U 8GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Pike Silver Laptop",Intel Core Ultra,8GB,512GB SSD,"14""",Intel Graphics,135000,In Stock,ryans.com,https://www.ryans.com/hp-probook-440-g11-series-1-intel-core-ultra-7-155u-laptop
ASUS,ASUS TUF Gaming A15 FA506NCQ AMD Ryzen 7 170 16GB RAM 512GB SSD 15.6 Inch FHD Graphite Black Gaming Laptop,AMD Ryzen 7,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,135000,In Stock,ryans.com,https://www.ryans.com/asus-tuf-gaming-a15-fa506ncq-amd-ryzen-7-170-gaming-laptop
Lenovo,Lenovo ThinkPad L14 Gen 6 Core Ultra 5 225U 16GB 512GB SSD 14 Inch FHD+ WUXGA IPS Black Laptop,,16GB,512GB SSD,"14""",Intel Graphics,135500,In Stock,ryans.com,https://www.ryans.com/lenovo-thinkpad-l14-gen-6-core-ultra-5-225u-laptop
Lenovo,Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2 Intel Core Ultra 5 225H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Touch Display AI Optimized Luna Grey Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc Graphics,137000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-5-2-in-1-14ial10-series-2-intel-core-ultra-5-225h-laptop
Lenovo,"Lenovo LOQ Gaming 15IRX9 13th Gen Intel Core i5 13450HX 16GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Luna Grey Gaming Laptop",Intel Core i5,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,137500,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-gaming-15irx9-13th-gen-intel-core-i5-13450hx-luna-grey-gaming-laptop
HP,"HP ProBook 460 G11 Series 1 Intel Core Ultra 7 155H 8GB RAM, 512GB SSD 16 Inch FHD+ WUXGA Display Silver Laptop",Intel Core Ultra,8GB,512GB SSD,"16""",Intel Arc Graphics,137500,In Stock,ryans.com,https://www.ryans.com/hp-probook-460-g11-series-1-intel-core-ultra-7-155h-laptop
Lenovo,Lenovo LOQ Gaming 15IRX9 Intel Core i5 13450HX 16GB RAM 512GB PCIe SSD 15.6 Inch FHD Display AI Optimized Luna Grey Gaming Laptop,Intel Core i5,16GB,512GB SSD,"15.6""",Nvidia RTX 3050 Graphics,139500,In Stock,ryans.com,https://www.ryans.com/lenovo-loq-gaming-15irx9-intel-core-i5-13450hx-gaming-laptop
Lenovo,Lenovo Yoga Slim 7 14IMH9 Intel Core Ultra 5 125H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display AI Optimized Luna Grey Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc Graphics,142500,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-slim-7-14imh9-intel-core-ultra-5-125h-16gb-ram-laptop
Lenovo,"Lenovo Yoga 7 2 in 1 14IML9 Series 1 Intel Core Ultra 5 125H 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display AI Optimized Storm Grey Laptop",Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc Graphics,143500,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-7-2-in-1-14iml9-series-1-intel-core-ultra-5-125h-laptop
Gigabyte,"Gigabyte Gaming A16 CMH 13th Gen Intel Core i7 13620H 16GB RAM, 1TB SSD 16 Inch FHD+ WUXGA Display Black Steel Gaming Laptop",Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 4050 Graphics,144000,In Stock,ryans.com,https://www.ryans.com/gigabyte-gaming-a16-cmh-13th-gen-intel-core-i7-13620h-gaming-laptop
HP,"HP Elitebook 840 G11 Series 1 Intel Core Ultra 5 125U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Silver Laptop",Intel Core Ultra,16GB,512GB SSD,"14""",Intel Graphics,145000,In Stock,ryans.com,https://www.ryans.com/hp-elitebook-840-g11-series-1-intel-core-ultra-5-125u-laptop
Lenovo,Lenovo Yoga 7 2-in-1 14AKP10 AMD Ryzen AI 5 340 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Touch Display Copilot Plus & AI Optimized Tidal Teal Laptop,AMD Ryzen AI,16GB,1TB SSD,"14""",AMD Radeon 840M Graphics,145000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-7-2-in-1-14akp10-amd-ryzen-ai-5-340-16gb-ram-laptop
Acer,Acer Swift Go 14 SFG14-73 Series 1 Intel Core Ultra 7 155H 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Copilot Plus & AI Optimized Pure Silver Laptop,Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc Graphics,146000,In Stock,ryans.com,https://www.ryans.com/acer-swift-go-14-sfg14-73-series-1-intel-core-ultra-7-155h-laptop
Acer,"Acer Swift Go 14 SFG14-73T Intel Core Ultra 7 155H 16GB RAM, 1TB SSD 14 Inch FHD+ WUXGA Touch Display Silver Laptop",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc Graphics,148000,In Stock,ryans.com,https://www.ryans.com/acer-swift-go-14-sfg14-73t-intel-core-ultra-7-155h-laptop
(Certified,"(Certified Refurbished)Microsoft Surface Pro Copilot+ PC 11th Edition LTE (5G) Snapdragon X Plus 13 Inch Flow Multi Touch Display, Copilot Plus & AI Optimized Platinum 2-in-1 Detachable Laptop (Type Cover is sold separately)",Snapdragon X,16GB,256GB SSD,"13""",Qualcomm Adreno Graphics,148000,In Stock,ryans.com,https://www.ryans.com/microsoft-surface-pro-copilot-plus-pc-11th-edition-lte-5g-laptop
Acer,"Acer Swift Go 14 SFG14-73 Series 1 Intel Core Ultra 7 155H 16GB RAM, 1TB SSD 14 Inch WQXGA+ OLED Display Frost Blue Laptop",Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc Graphics,148000,In Stock,ryans.com,https://www.ryans.com/acer-swift-go-14-sfg14-73-series-1-intel-core-ultra-7-155h-16gb-ram-laptop
ASUS,ASUS ZenBook 14 OLED UX3405CA Intel Core Ultra 5 225H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA OLED Touch Display Foggy Silver Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 130T Graphics,150000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-14-oled-ux3405ca-laptop
ASUS,ASUS ZenBook 14 OLED UX3405CA Intel Core Ultra 5 225H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA OLED Touch Display Ponder Blue Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 130T Graphics,150000,In Stock,ryans.com,https://www.ryans.com/asus-zenbook-14-oled-ux3405ca-ponder-blue-laptop
Lenovo,"Lenovo IdeaPad 5 2 in 1 14IAL10 Series 2 Intel Core Ultra 7 255H 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display AI Optimized Luna Grey Laptop",Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 140T Graphics,152000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-5-2-in-1-14ial10-series-2-intel-core-ultra-7-255h-laptop
ASUS,ASUS VivoBook S14 S3407CA Intel Core Ultra 7 255H 16GB RAM 1TB SSD 14 Inch FHD+ WUXGA Display Copilot & AI Optimized Matte Gray Laptop,Intel Core Ultra,16GB,1TB SSD,"14""",Intel Arc 140T Graphics,154000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s14-s3407ca-laptop
Gigabyte,Gigabyte Gaming A16 CVH Intel Core i7 13620H 16GB RAM 1TB SSD 16 Inch FHD+ WUXGA Display Black Steel Gaming Laptop,Intel Core i7,16GB,1TB SSD,"16""",Nvidia RTX 5060 Graphics,154500,In Stock,ryans.com,https://www.ryans.com/gigabyte-gaming-a16-cvh-intel-core-i7-13620h-gaming-laptop
ASUS,"Asus V16 V3607VH Series 2 Intel Core 5 210H 16GB RAM, 1TB SSD 16 Inch FHD+ WUXGA Display Matte Black Gaming Laptop",Intel Core 5,16GB,1TB SSD,"16""",Nvidia RTX 5050 Graphics,155000,In Stock,ryans.com,https://www.ryans.com/asus-v16-v3607vh-series-2-intel-core-5-210h-gaming-laptop
Lenovo,"Lenovo IdeaPad 5 2 in 1 14AKP10 AMD Ryzen AI 7 350 24GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Touch Display Luna Grey Laptop #83KT002XLK-2Y",AMD Ryzen AI,24GB,512GB SSD,"14""",AMD Radeon 860M Graphics,155000,In Stock,ryans.com,https://www.ryans.com/lenovo-ideapad-5-2-in-1-14akp10-amd-ryzen-ai-7-350-laptop
MSI,"MSI VenturePro 15 A2RWEG Series 2 Intel Core 5 210H 16GB RAM, 512GB SSD 15.6 Inch FHD Display Copilot & AI Optimized Solid Gray Gaming Laptop",Intel Core 5,16GB,512GB SSD,"15.6""",Nvidia RTX 5050 Graphics,155900,In Stock,ryans.com,https://www.ryans.com/msi-venturepro-15-a2rweg-series-2-intel-core-5-210h-gaming-laptop
Lenovo,"Lenovo Yoga Slim 7 14ILL10 Series 2 Intel Core Ultra 7 256V 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA Display Copilot Plus & AI Optimized Luna Gray Laptop #83JX00APIN-2Y",Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc 140V Graphics,159000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-slim-7-14ill10-series-2-intel-core-ultra-7-256v-laptop
ASUS,ASUS VivoBook S 16 OLED M5606KA AMD Ryzen AI 5 340 16GB RAM 512GB SSD 16 Inch 3K WQHD Display Copilot & AI Optimized Cool Silver Laptop,AMD Ryzen AI,16GB,512GB SSD,"16""",AMD Radeon 840M Graphics,160000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s-16-oled-m5606ka-amd-ryzen-ai-5-340-laptop
ASUS,"ASUS VivoBook S 16 OLED M5606KA AMD Ryzen AI 5 340 16GB RAM, 512GB SSD 16 Inch 3K OLED WQHD Display Copilot & AI Optimized Neutral Black Laptop",AMD Ryzen AI,16GB,512GB SSD,"16""",AMD Radeon 840M Graphics,160000,In Stock,ryans.com,https://www.ryans.com/asus-vivobook-s-16-oled-m5606ka-amd-ryzen-ai-5-340-16gb-ram-laptop
Lenovo,"Lenovo Yoga 7 2 in 1 14IML9 Series 1 Intel Core Ultra 5 125H 16GB RAM, 512GB SSD 14 Inch 2.8K OLED WQXGA+ Display AI Optimized Storm Grey Laptop",Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc Graphics,160000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-7-2-in-1-14iml9-series-1-intel-core-ultra-5-125h-ai-optimized-laptop
Lenovo,Lenovo Yoga Slim 7 14IMH9 Series 1 Intel Core Ultra 5 125H 16GB RAM 512GB SSD 14 Inch FHD+ WUXGA Display AI Optimized Luna Grey Laptop,Intel Core Ultra,16GB,512GB SSD,"14""",Intel Arc graphics,160000,In Stock,ryans.com,https://www.ryans.com/lenovo-yoga-slim-7-14imh9-series-1-intel-core-ultra-5-125h-laptop
